"","Fire_ID","City","State_name","State_id","County","Year","Ignition_method","Cause","Fire_size","Fire_size_m2","Fire_size_hectares","Wind_direction","Population","Pop_density","Countrywide_biomass","Vegetation_type","Eco_areakm2","Latitude","Longitude"
"65",1840021015,"Escobares","Texas","TX","Starr",2002,"Arson","Human",2,8093.72,0.809372,4.34861097052213,2575,375,0,"Hardwood",74634.085792294,26.412,-97.58333333
"66",1840041163,"Miguel Barrera","Texas","TX","Starr",2002,"Arson","Human",2,8093.72,0.809372,4.34861097052213,229,5119,0,"Hardwood",74634.085792294,26.412,-97.58333333
"67",1840019728,"North Alamo","Texas","TX","Hidalgo",2003,"Debris Burning","Human",1,4046.86,0.404686,3.69877911847766,3727,1014,142.020004272461,"Grassland",74634.085792294,26.216,-98.3833
"68",1840010132,"Ute","Iowa","IA","Monona",2003,"Miscellaneous","Human",35,141640.1,14.16401,4.00246469468199,339,332,56.6099967956543,"Shrubland",228129.587029445,42.05,-90.39
"69",1840025112,"East Milton","Florida","FL","Santa Rosa",2009,"Debris Burning","Human",1,4046.86,0.404686,3.57647642316998,13697,184,803.880004882812,"Riparian",328802.767579155,30.6175,-83.08111
"70",1840014215,"Bokeelia","Florida","FL","Lee",2009,"Missing/Undefined","Human",0.5,2023.43,0.202343,3.28890728341636,1613,69,72.4499969482422,"Riparian",139344.00310749,26.68,-81.57444
"71",1840024956,"Hoopers Creek","North Carolina","NC","Henderson",2005,"Miscellaneous","Human",0.2,809.372,0.0809372,3.66090877690623,1088,60,1096.92004394531,"Hardwood-Conifer",166115.495356986,35.4481,-80.98347
"72",1840016056,"Wentworth","North Carolina","NC","Rockingham",2007,"Missing/Undefined","Human",0.5,2023.43,0.202343,4.61798946863861,2720,73,858.329956054688,"Hardwood",40883.2241130792,36.3914,-81.35222
"73",1840015422,"Bostic","North Carolina","NC","Rutherford",2008,"Missing/Undefined","Human",0.1,404.686,0.0404686,3.53918945476893,379,156,79.0200042724609,"Hardwood-Conifer",166115.495356986,35.3624,-81.23389
"74",1840016482,"Morehead City","North Carolina","NC","Carteret",2008,"Missing/Undefined","Human",0.5,2023.43,0.202343,3.38487237203185,49760,504,158.399993896484,"Riparian",328802.767579155,34.7308,-79.56082
"75",1840015496,"Beaufort","North Carolina","NC","Carteret",2008,"Missing/Undefined","Human",0.5,2023.43,0.202343,3.38487237203185,4452,354,158.399993896484,"Riparian",328802.767579155,34.7308,-79.56082
"76",1840016264,"China Grove","North Carolina","NC","Rowan",2008,"Missing/Undefined","Human",2,8093.72,0.809372,6.70483611427969,4220,460,1050.30004882812,"Hardwood",40883.2241130792,35.5718,-83.06349
"77",1840016427,"Oriental","North Carolina","NC","Pamlico",2009,"Arson","Human",0.4,1618.744,0.1618744,4.74703981895601,861,232,440.730041503906,"Conifer",40883.2241130792,35.0359,-84.02717
"78",1840016348,"Webster","North Carolina","NC","Jackson",2009,"Equipment Use","Human",1.5,6070.29,0.607029,4.28100324093655,387,149,121.31999206543,"Conifer",328802.767579155,35.35,-79.23333
"79",1840016348,"Webster","North Carolina","NC","Jackson",2009,"Equipment Use","Human",0.1,404.686,0.0404686,4.32220008408511,387,149,752.760192871094,"Conifer",328802.767579155,35.35,-79.21667
"80",1840016348,"Webster","North Carolina","NC","Jackson",2009,"Debris Burning","Human",0.3,1214.058,0.1214058,4.32220008408511,387,149,91.3499984741211,"Hardwood",328802.767579155,35.35,-79.18333
"81",1840015388,"Ayden","North Carolina","NC","Pitt",2009,"Miscellaneous","Human",0.1,404.686,0.0404686,3.69881382552526,5141,516,307.349975585938,"Hardwood-Conifer",166115.495356986,35.4694,-80.86382
"82",1840010163,"Broadwater","Nebraska","NE","Morrill",2007,"Equipment Use","Human",0.1,404.686,0.0404686,4.0226032278871,117,288,0,"Grassland",228129.587029445,41.598,-96.67266
"83",1840005411,"Colonia","New Jersey","NJ","Middlesex",2008,"Equipment Use","Human",0.25,1011.715,0.1011715,4.85298598101062,17801,1750,273.870025634766,"Barren-Rock/Sand/Clay",31215.1391787249,40.5929,-74.7346
"84",1840017775,"La Puebla","New Mexico","NM","Santa Fe",2003,"Debris Burning","Human",0.1,404.686,0.0404686,2.73102000027254,952,120,12.5099992752075,"Conifer",146787.736642961,35.989,-105.99599999
"85",1840021836,"Allen","Oklahoma","OK","Pontotoc",2004,"Arson","Human",1,4046.86,0.404686,4.31960783866785,926,403,273.059997558594,"Riparian",28422.9518284675,34.8774,-94.70609998
"86",1840021836,"Allen","Oklahoma","OK","Pontotoc",2004,"Arson","Human",10,40468.6,4.04686,4.31960783866785,926,403,273.059997558594,"Riparian",28422.9518284675,34.8774,-94.70810001
"87",1840021836,"Allen","Oklahoma","OK","Pontotoc",2005,"Missing/Undefined","Human",4,16187.44,1.618744,4.56005851243452,926,403,454.500030517578,"Conifer",26089.7959758058,34.8774,-95.2693
"88",1840020444,"Heavener","Oklahoma","OK","Le Flore",2008,"Missing/Undefined","Human",0.5,2023.43,0.202343,4.19680946488534,3636,258,208.800003051758,"Conifer",26089.7959758058,34.8919,-95.0757
"89",1840020444,"Heavener","Oklahoma","OK","Le Flore",2008,"Missing/Undefined","Human",3,12140.58,1.214058,4.48198009370476,3636,258,417.060028076172,"Hardwood",28422.9518284675,34.8919,-95.2517
"90",1840014626,"Clemson","South Carolina","SC","Pickens",2009,"Debris Burning","Human",0.5,2023.43,0.202343,4.34895772831414,17501,895,28.439998626709,"Hardwood-Conifer",166115.495356986,34.6837,-83.12125
"91",1840002651,"Baltic","South Dakota","SD","Minnehaha",2007,"Debris Burning","Human",0.1,404.686,0.0404686,4.07376938545576,1178,616,350.550048828125,"Conifer",13954.9523921809,43.7603,-103.5285
"92",1840002585,"Belvidere","South Dakota","SD","Jackson",2009,"Debris Burning","Human",10,40468.6,4.04686,3.61937673822526,57,28,266.759979248047,"Conifer",13954.9523921809,43.8321,-103.7666
"93",1840019660,"Uvalde Estates","Texas","TX","Uvalde",2006,"Arson","Human",30,121405.8,12.14058,3.51954163050139,1665,108,50.6700019836426,"Grassland",55732.8468768538,29.1695,-98.63576999
"94",1840019393,"Campbell","Texas","TX","Hunt",2006,"Smoking","Human",10,40468.6,4.04686,4.04146267649948,632,183,150.570022583008,"Riparian",36526.7789767962,33.1483,-96.62979998
"95",1840003906,"Bruceville-Eddy","Texas","TX","McLennan",2006,"Smoking","Human",1,4046.86,0.404686,3.97539936198342,1697,159,0,"Grassland",55732.8468768538,31.3103,-96.62996999
"96",1840040696,"East Alto Bonito","Texas","TX","Starr",2008,"Arson","Human",1,4046.86,0.404686,4.15465913712978,750,2580,0,"Grassland",74634.085792294,26.3023,-98.08072
"97",1840022039,"Strawn","Texas","TX","Palo Pinto",2008,"Debris Burning","Human",1,4046.86,0.404686,4.13555718750082,671,332,176.489990234375,"Grassland",151719.535366645,32.5509,-95.4823
"98",1840020702,"Mansfield","Texas","TX","Tarrant",2008,"Miscellaneous","Human",50,202343,20.2343,3.86694562771628,72419,762,172.980010986328,"Hardwood",88164.8068656347,32.569,-98.119
"99",1840019398,"Blue Ridge","Texas","TX","Collin",2008,"Miscellaneous","Human",0.5,2023.43,0.202343,4.21716279023758,926,320,0,"Hardwood",275121.192618466,33.298,-98.619
"100",1840023200,"Citrus City","Texas","TX","Hidalgo",2008,"Miscellaneous","Human",1,4046.86,0.404686,3.98948902356368,3288,621,0,"Grassland",74634.085792294,26.3281,-98.24734
"101",1840142999,"Agua Dulce","Texas","TX","El Paso",2008,"Debris Burning","Human",5,20234.3,2.02343,4.31577909793905,3268,161,1.79999995231628,"Hardwood",88164.8068656347,31.6549,-98.14738
"102",1840020734,"Forney","Texas","TX","Kaufman",2008,"Miscellaneous","Human",2,8093.72,0.809372,4.34666017755385,50251,710,53.2799949645996,"Hardwood-Conifer",151719.535366645,32.744,-94.643
"103",1840020923,"Hedwig Village","Texas","TX","Harris",2008,"Miscellaneous","Human",0.1,404.686,0.0404686,4.2942972750433,2634,1074,121.499992370605,"Hardwood",72626.4687180623,29.7799,-98.46301
"104",1840022155,"Troy","Texas","TX","Bell",2008,"Debris Burning","Human",1,4046.86,0.404686,3.91899538705105,2016,167,493.56005859375,"Riparian",151719.535366645,31.2,-94.9
"105",1840019497,"Carthage","Texas","TX","Panola",2008,"Miscellaneous","Human",40,161874.4,16.18744,4.17880001007229,6431,232,296.369964599609,"Grassland",151719.535366645,32.1526,-95.5801
"106",1840022220,"San Antonio","Texas","TX","Bexar",2008,"Miscellaneous","Human",5,20234.3,2.02343,3.7424144645532,2049293,1231,0,"Grassland",36526.7789767962,29.4658,-98.35592
"107",1840019924,"La Grande","Oregon","OR","Union",1994,"Debris Burning","Human",4,16187.44,1.618744,4.45885653168924,15515,1149,38.8800010681152,"Conifer",70907.2294802056,45.3243,-118.8477
"108",1840003900,"Batesburg-Leesville","South Carolina","SC","Lexington",1994,"Missing/Undefined","Human",8,32374.88,3.237488,3.92090145354309,5415,255,0,"Riparian",58892.5005799583,33.9125,-79.5125
"109",1840003900,"Batesburg-Leesville","South Carolina","SC","Lexington",1994,"Missing/Undefined","Human",0.8,3237.488,0.3237488,3.99845146443895,5415,255,39.1500015258789,"Conifer",328802.767579155,33.9125,-81.525
"110",1840003900,"Batesburg-Leesville","South Carolina","SC","Lexington",1994,"Missing/Undefined","Human",0.8,3237.488,0.3237488,3.99845146443895,5415,255,324.630004882812,"Conifer",328802.767579155,33.9125,-81.54583333
"111",1840016478,"Clover","South Carolina","SC","York",1993,"Missing/Undefined","Human",0.2,809.372,0.0809372,3.47015632240362,8335,554,73.7099990844727,"Hardwood",166115.495356986,35.1125,-81.20833333
"112",1840003900,"Batesburg-Leesville","South Carolina","SC","Lexington",1992,"Missing/Undefined","Human",1,4046.86,0.404686,4.77252598731749,5415,255,251.999969482422,"Hardwood",58892.5005799583,33.9125,-79.175
"113",1840003900,"Batesburg-Leesville","South Carolina","SC","Lexington",1992,"Missing/Undefined","Human",1,4046.86,0.404686,3.99845146443895,5415,255,525.149963378906,"Conifer",328802.767579155,33.9125,-81.54166667
"114",1840026878,"Bandana","Kentucky","KY","Ballard",2001,"Miscellaneous","Human",5,20234.3,2.02343,4.73666073253719,376,76,422.010009765625,"Hardwood",61337.0195229823,37.1447,-82.9803
"115",1840015561,"Tupelo","Mississippi","MS","Lee",2003,"Debris Burning","Human",2,8093.72,0.809372,4.25010963152814,45466,229,291.329986572266,"Riparian",328802.767579155,34.2692,-89.0417
"116",1840025971,"Arnold Line","Mississippi","MS","Lamar",2003,"Arson","Human",1,4046.86,0.404686,3.92912762572048,2113,490,21.1499996185303,"Hardwood",328802.767579155,31.3372,-89.1028
"117",1840014948,"Collins","Mississippi","MS","Covington",2003,"Arson","Human",4,16187.44,1.618744,4.31516478298813,2425,117,510.029968261719,"Riparian",328802.767579155,31.6469,-90.3364
"118",1840015845,"Magee","Mississippi","MS","Simpson",2004,"Debris Burning","Human",2,8093.72,0.809372,4.09159217326231,4097,300,0,"Hardwood",48842.3771722739,31.8731,-90.5208
"119",1840025970,"Rawls Springs","Mississippi","MS","Forrest",2004,"Debris Burning","Human",1,4046.86,0.404686,4.33829939701865,1047,221,366.120025634766,"Hardwood",328802.767579155,31.3797,-90.3019
"120",1840018133,"Sylvarena","Mississippi","MS","Smith",2005,"Debris Burning","Human",25,101171.5,10.11715,3.83606273841153,104,15,53.2799987792969,"Hardwood",48842.3771722739,32.0144,-90.6675
"121",1840015845,"Magee","Mississippi","MS","Simpson",2006,"Debris Burning","Human",28,113312.08,11.331208,4.18918923024208,4097,300,0,"Riparian",328802.767579155,31.8731,-89.7756
"122",1840016891,"Noxapater","Mississippi","MS","Winston",2006,"Debris Burning","Human",10,40468.6,4.04686,4.22689986821785,438,167,272.339996337891,"Hardwood",328802.767579155,32.9936,-89.7256
"123",1840015560,"Saltillo","Mississippi","MS","Lee",2006,"Arson","Human",15,60702.9,6.07029,4.33073458043478,5062,238,421.110015869141,"Hardwood-Conifer",328802.767579155,34.3789,-88.9619
"124",1840017038,"Taylorsville","Mississippi","MS","Smith",2000,"Miscellaneous","Human",0.1,404.686,0.0404686,4.40736394399597,1245,124,743.759948730469,"Hardwood",48842.3771722739,31.8322,-90.86
"125",1840015002,"Picayune","Mississippi","MS","Pearl River",2000,"Miscellaneous","Human",0.1,404.686,0.0404686,5.127864113418,16832,233,440.189971923828,"Riparian",139344.00310749,30.5322,-88.4911
"126",1840016639,"Jonestown","Mississippi","MS","Coahoma",2001,"Arson","Human",3,12140.58,1.214058,4.12341803809007,1100,1096,582.029968261719,"Hardwood-Conifer",328802.767579155,34.3222,-88.6036
"127",1840025907,"Toomsuba","Mississippi","MS","Lauderdale",2001,"Debris Burning","Human",15,60702.9,6.07029,4.02833664721699,928,76,729.900085449219,"Hardwood",328802.767579155,32.4267,-88.5728
"128",1840005839,"Glen Allen","Alabama","AL","Fayette",1998,"Arson","Human",2.5,10117.15,1.011715,3.51219750211764,480,28,179.459991455078,"Hardwood",36360.8013175072,33.8922,-86.7883
"129",1840014682,"Red Bay","Alabama","AL","Franklin",1998,"Children","Human",0.1,404.686,0.0404686,3.88846369568379,3085,122,81.6300048828125,"Riparian",120068.176856699,34.4358,-86.9942
"130",1840025983,"Movico","Alabama","AL","Mobile",1998,"Arson","Human",0.5,2023.43,0.202343,4.01031620976745,86,42,75.7800064086914,"Conifer",328802.767579155,31.0628,-87.6578
"131",1840015640,"Sumiton","Alabama","AL","Walker",2000,"Arson","Human",5,20234.3,2.02343,3.92683419176648,3741,172,445.860076904297,"Hardwood",328802.767579155,33.7503,-87.8342
"132",1840000552,"Abbeville","Alabama","AL","Henry",2000,"Equipment Use","Human",0.8,3237.488,0.3237488,3.94858592476255,2560,63,319.680023193359,"Hardwood-Conifer",328802.767579155,31.5664,-85.3214
"133",1840016963,"Coosada","Alabama","AL","Elmore",2000,"Debris Burning","Human",1.2,4856.232,0.4856232,3.63285251282236,1298,72,646.380065917969,"Hardwood",328802.767579155,32.4983,-86.1808
"134",1840017043,"Dozier","Alabama","AL","Crenshaw",2000,"Debris Burning","Human",0.2,809.372,0.0809372,3.83555279255554,320,41,262.709991455078,"Riparian",328802.767579155,31.5031,-86.9144
"135",1840017128,"Madrid","Alabama","AL","Houston",2000,"Arson","Human",2,8093.72,0.809372,4.05745297494114,290,64,481.769989013672,"Riparian",328802.767579155,31.0356,-87.8269
"136",1840016626,"Phil Campbell","Alabama","AL","Franklin",2001,"Arson","Human",12,48562.32,4.856232,4.28990901814353,1071,101,181.620010375977,"Hardwood",328802.767579155,34.3519,-88.0292
"137",1840015711,"Brookwood","Alabama","AL","Tuscaloosa",2002,"Arson","Human",3,12140.58,1.214058,3.89332954954076,1848,85,483.659973144531,"Conifer",116792.672108131,33.2397,-87.1347
"138",1840017128,"Madrid","Alabama","AL","Houston",2002,"Debris Burning","Human",1,4046.86,0.404686,4.02840310030727,290,64,628.200012207031,"Conifer",328802.767579155,31.0356,-87.0469
"139",1840013458,"Hackett","Arkansas","AR","Sebastian",1997,"Arson","Human",8,32374.88,3.237488,3.60005496153908,844,226,250.559997558594,"Grassland",28422.9518284675,35.1878,-93.0311
"140",1840013458,"Hackett","Arkansas","AR","Sebastian",1997,"Arson","Human",1,4046.86,0.404686,3.60005496153908,844,226,250.559997558594,"Grassland",28422.9518284675,35.1878,-93.0311
"141",1840015290,"Highfill","Arkansas","AR","Benton",1997,"Debris Burning","Human",1,4046.86,0.404686,3.86114593202709,635,13,238.860000610352,"Hardwood",106370.518978277,36.2767,-91.6758
"142",1840016084,"Zinc","Arkansas","AR","Boone",2000,"Debris Burning","Human",90,364217.4,36.42174,4.11474771012542,101,51,0,"Hardwood",106370.518978277,36.2836,-93.1569
"143",1840017827,"Shirley","Arkansas","AR","Van Buren",2000,"Debris Burning","Human",3,12140.58,1.214058,4.30075973865165,275,44,635.130065917969,"Hardwood-Conifer",14164.6270894742,35.6442,-92.3781
"144",1840013403,"Campbell Station","Arkansas","AR","Jackson",2001,"Debris Burning","Human",1,4046.86,0.404686,4.76289767299288,229,51,595.079956054688,"Conifer",14164.6270894742,35.6678,-91.7217
"145",1840015285,"Lowell","Arkansas","AR","Benton",2001,"Debris Burning","Human",5,20234.3,2.02343,4.16198539741898,9544,382,408.960021972656,"Hardwood",106370.518978277,36.2561,-91.2569
"146",1840016693,"Whelen Springs","Arkansas","AR","Clark",2002,"Smoking","Human",2,8093.72,0.809372,3.90253274174788,85,140,542.789978027344,"Riparian",151719.535366645,33.8331,-94.3697
"147",1840014729,"Ila","Georgia","GA","Madison",1998,"Debris Burning","Human",0.3,1214.058,0.1214058,3.80771426023335,359,180,354.059967041016,"Hardwood",116792.672108131,34.1728,-84.8808
"148",1840015750,"Warm Springs","Georgia","GA","Meriwether",1998,"Smoking","Human",0.3,1214.058,0.1214058,3.74332001941499,405,104,1076.13000488281,"Riparian",328802.767579155,32.8869,-83.3756
"149",1840014887,"Columbus","Georgia","GA","Muscogee",1998,"Smoking","Human",1.9,7689.034,0.7689034,3.86477339988755,261445,349,79.9199981689453,"Conifer",328802.767579155,32.51,-84.4614
"150",1840014887,"Columbus","Georgia","GA","Muscogee",1998,"Debris Burning","Human",6.2,25090.532,2.5090532,3.85159079490169,261445,349,212.400009155273,"Conifer",328802.767579155,32.51,-83.6708
"151",1840014887,"Columbus","Georgia","GA","Muscogee",1998,"Children","Human",0.7,2832.802,0.2832802,3.86585810860639,261445,349,932.940002441406,"Riparian",328802.767579155,32.51,-83.6911
"152",1840014666,"Helen","Georgia","GA","White",1999,"Arson","Human",0.4,1618.744,0.1618744,5.25535088777542,560,99,172.979995727539,"Hardwood",116792.672108131,34.7044,-85.1969
"153",1840014666,"Helen","Georgia","GA","White",1999,"Debris Burning","Human",1.1,4451.546,0.4451546,5.25535088777542,560,99,172.979995727539,"Hardwood",116792.672108131,34.7044,-85.1969
"154",1840014666,"Helen","Georgia","GA","White",1999,"Arson","Human",0.3,1214.058,0.1214058,5.27976970454698,560,99,369.180053710938,"Hardwood",116792.672108131,34.7044,-85.2178
"155",1840018156,"Rebecca","Georgia","GA","Turner",1999,"Debris Burning","Human",2.7,10926.522,1.0926522,3.88865751068118,165,81,603.89990234375,"Conifer",328802.767579155,31.8072,-84.1967
"156",1840014887,"Columbus","Georgia","GA","Muscogee",1999,"Smoking","Human",0.3,1214.058,0.1214058,3.77333438348386,261445,349,160.2900390625,"Conifer",328802.767579155,32.51,-84.3397
"157",1840015836,"Scotland","Georgia","GA","Telfair",1999,"Debris Burning","Human",17.1,69201.306,6.9201306,3.75807049421854,337,90,46.8899993896484,"Conifer",328802.767579155,32.0472,-84.3989
"158",1840016957,"Geneva","Georgia","GA","Talbot",1999,"Debris Burning","Human",4.5,18210.87,1.821087,4.03295617638737,96,47,663.030151367188,"Riparian",166115.495356986,32.5789,-84.6442
"159",1840014931,"Hinesville","Georgia","GA","Liberty",1999,"Equipment Use","Human",0.3,1214.058,0.1214058,3.78363708430721,51206,707,521.369995117188,"Conifer",328802.767579155,31.8247,-85.0619
"160",1840014931,"Hinesville","Georgia","GA","Liberty",1999,"Miscellaneous","Human",0.3,1214.058,0.1214058,3.78363708430721,51206,707,499.140014648438,"Conifer",328802.767579155,31.8247,-85.0822
"161",1840014905,"Mount Vernon","Georgia","GA","Montgomery",1999,"Arson","Human",0.1,404.686,0.0404686,4.73788836982942,2371,227,47.9700050354004,"Conifer",139344.00310749,32.1836,-81.3875
"162",1840016961,"Pine Mountain","Georgia","GA","Harris",1999,"Debris Burning","Human",1.4,5665.604,0.5665604,3.89614374230626,1417,179,33.3899993896484,"Conifer",328802.767579155,32.8522,-81.7267
"163",1840016961,"Pine Mountain","Georgia","GA","Harris",1999,"Debris Burning","Human",0.9,3642.174,0.3642174,3.95718075519287,1417,179,42.6599960327148,"Conifer",328802.767579155,32.8522,-81.8283
"164",1840016961,"Pine Mountain","Georgia","GA","Harris",1999,"Debris Burning","Human",15,60702.9,6.07029,3.95718075519287,1417,179,42.6599960327148,"Conifer",328802.767579155,32.8522,-81.8283
"165",1840014887,"Columbus","Georgia","GA","Muscogee",1999,"Smoking","Human",0.7,2832.802,0.2832802,3.86585810860639,261445,349,932.940002441406,"Riparian",328802.767579155,32.51,-83.6911
"166",1840017101,"Glenmora","Louisiana","LA","Rapides",1997,"Miscellaneous","Human",1,4046.86,0.404686,4.48117476509463,1312,292,67.4099960327148,"Hardwood-Conifer",151719.535366645,30.9733,-92.7981
"167",1840015013,"DeRidder","Louisiana","LA","Beauregard",1997,"Miscellaneous","Human",35,141640.1,14.16401,4.22410426537196,13354,442,125.81999206543,"Conifer",328802.767579155,30.8467,-90.5922
"168",1840017184,"Livingston","Louisiana","LA","Livingston",1997,"Miscellaneous","Human",1,4046.86,0.404686,3.87427053576516,1974,236,479.519958496094,"Riparian",151719.535366645,30.4953,-93.4933
"169",1840017184,"Livingston","Louisiana","LA","Livingston",1997,"Miscellaneous","Human",11,44515.46,4.451546,3.87614456716404,1974,236,477.179992675781,"Riparian",151719.535366645,30.4953,-93.4608
"170",1840018201,"Morganza","Louisiana","LA","Pointe Coupee",1997,"Arson","Human",11,44515.46,4.451546,4.14420061710701,575,183,0,"Conifer",151719.535366645,30.7383,-93.0553
"171",1840017184,"Livingston","Louisiana","LA","Livingston",1998,"Miscellaneous","Human",0.1,404.686,0.0404686,3.93020614292673,1974,236,551.609985351562,"Riparian",151719.535366645,30.4953,-93.2922
